Id,Name,"Parent Id","Group Name","Owner Id","Tax code","Account Id",account_number,"Payment term Label","Internal rating Id"
3665,"National Imprint Corp",,,1,,3336,280920,,
3666,"National Pen Co",,,1,,3337,281040,,
3667,"Neil Elder & Assoc #007604",,,1,,3338,186500,,
3668,N.E.P.M,,,1,,3339,279381,,
3669,"Nimco, Inc.",,,1,,3340,279058,,
3670,NISC/IGEAR,,,1,,3341,280924,,
3671,"Nolans Promotional Products",,,1,,3342,522402,,
3672,"Norscot Group Inc. ",,,1,,3343,317050,,
3673,"Northpoint Printing Services",,,1,,3344,285317,,
3674,"Nyberg Fletcher & White Inc.",,,1,,3345,286300,,
3675,"O2 Marketing & Design",,,1,,3346,286464,,
3676,"Office Depot",,,1,,3347,36713,,
3677,"OLYMPIA BUSINESS PRODUCTS ",,,1,,3348,26114,,
3678,"Omaha Promos LLC",,,1,,3349,224100,,
3679,"One 2 One Marketing, Inc.",,,1,,3350,287682,,
3680,"One Point",,,1,,3351,548430,,
3681,"One Source Industries Promo.",,,1,,3352,287721,,
3682,"One Stop Advertising",,,1,,3353,287949,,
3683,"On Time Marketing Corp",,,1,,3354,287655,,
3684,"Outfit Your Logo, LLC",,,1,,3355,255254,,
3685,"Pacific Color Graphics",,,1,,3356,24765,,
3686,"Paperclip Promotions ",,,1,,3357,290142,,
3687,"Paper Pack Inc. ",,,1,,3358,311701,,
3688,"Partners N Promotion",,,1,,3359,350153,,
3689,"Partners Promotional Grp, Inc.",,,1,,3360,291352,,
3690,"Payden & Company LLC",,,1,,3361,292044,,
3691,"PDQ Printing of Las Vegas",,,1,,3362,32836,,
3692,"Peak Events, LLC",,,1,,3363,35123,,
3693,"Pegg Products LLC",,,1,,3364,36828,,
3694,"Pepwear, LLC",,,1,,3365,278631,,
3695,"Peregrine Corporation",,,1,,3366,293491,,
3696,"Perfect Promotions LLC",,,1,,3367,293619,,
3697,"Perfect Promotions & More ",,,1,,3368,293554,,
3698,"Perry Office Plus ",,,1,,3369,522444,,
3699,"Peter E. Kleine Company",,,1,,3370,243420,,
3700,"Petrocelli Marketing Group",,,1,,3371,294780,,
3701,"PFM Marketing LLC",,,1,,3372,288811,,
3702,"Pickle Print ",,,1,,3373,31651,,
3703,"Pillsbury Marketing",,,1,,3374,295930,,
3704,"Pinnacle Promotions ",,,1,,3375,28010,,
3705,"Pinnacle Promotions",,,1,,3376,295986,,
3706,Pizazz,,,1,,3377,296298,,
3707,"Polar Graphics USA",,,1,,3378,296750,,
3708,"Porter World Trade Co.",,,1,,3379,297297,,
3709,"Positive Promotions ",,,1,,3380,297370,,
3710,"Positive Promotions",,,1,,3381,297370,,
3711,"PowerLink Promo Prds",,,1,,3382,297668,,
3712,"Premium King",,,1,,3383,19944,,
3713,"Prestige Business Solutions ",,,1,,3384,299235,,
3714,"Presto Promos/ Lopez Promotions",,,1,,3385,229144,,
3715,"Printglobe ",,,1,,3386,26761,,
3716,Printglobe,,,1,,3387,26761,,
3717,"Print Mark-et",,,1,,3388,35842,,
3718,"Private I Print Promotions # 29074",,,1,,3389,29074,,
3719,"Probitas Promotions",,,1,,3390,36010,,
3720,"ProCorp Images, Inc.",,,1,,3391,299697,,
3721,"Production Creek Specialty",,,1,,3392,299743,,
3722,"Proforma 100",,,1,,3393,359189,,
3723,Proforma,,,1,,3394,300094,,
3724,"Proforma Business Reources",,,1,,3395,19934,,
3725,"Proforma Communications Group",,,1,,3396,26959,,
3726,"Proforma Creative Printing Solutions",,,1,,3397,25287,,
3727,"Proforma custom Promotions ",,,1,,3398,28842,,
3728,"Proforma Extraordinary Promotions ",,,1,,3399,32517,,
3729,"Proforma Graphic & Promo Sol",,,1,,3400,24845,,
3730,"Proforma Impact Print & Promo",,,1,,3401,34415,,
3731,"Proforma MyCo Print Solutions ",,,1,,3402,25346,,
3732,"Proforma Printhouse ",,,1,,3403,33928,,
3733,"Proforma TACABU ",,,1,,3404,31591,,
3734,"Proforma TACABU",,,1,,3405,31591,,
3735,"Proforma Web & Print Solutions",,,1,,3406,33382,,
3736,"Progressive Gifts & Incentives",,,1,,3407,300333,,
3737,"Progressive Promotions",,,1,,3408,300237,,
3738,"Promocentric, Inc",,,1,,3409,300644,,
3739,"PROMO DEPOT ",,,1,,3410,300408,,
3740,"Promo Direct",,,1,,3411,301093,,
3741,"Promo Factory LLC",,,1,,3412,33297,,
3742,"Promo Graphics, Inc",,,1,,3413,30558,,
3743,"Promo Logic, LLC",,,1,,3414,26150,,
3744,"Promo Masters ",,,1,,3415,26074,,
3745,"Promo Masters",,,1,,3416,26074,,
3746,Promopeddler.com,,,1,,3417,24933,,
3747,"Promoshak LLC",,,1,,3418,37387,,
3748,"Promo Shop",,,1,,3419,300446,,
3749,"Promotional Alliance Inc. ",,,1,,3420,300728,,
3750,"Promotional Concepts",,,1,,3421,300754,,
3751,"Promotional Considerations",,,1,,3422,300810,,
3752,"Promotional Creations",,,1,,3423,300763,,
3753,"Promotional Designs",,,1,,3424,300762,,
3754,"Promotional Images",,,1,,3425,300872,,
3755,"Promotional Impact",,,1,,3426,300878,,
3756,"Promotional Items and Apparel ",,,1,,3427,36891,,
3757,"Promotional Items Direct",,,1,,3428,279393,,
3758,"Promotional Marketing Inc.",,,1,,3429,301008,,
3759,"Promotional Solutions",,,1,,3430,303899,,
3760,"Promotion Concepts Inc",,,1,,3431,300545,,
3761,"Promotion Perfection Halo",,,1,,3432,356000,,
3762,"Promotion Products Marketing",,,1,,3433,300605,,
3763,"Promotions Direct, Inc.",,,1,,3434,301228,,
3764,"Promotions Now",,,1,,3435,125050,,
3765,"Promotions Pronto ",,,1,,3436,301257,,
3766,"Promotions Unlimited",,,1,,3437,27482,,
3767,"PromoVentures, Inc.",,,1,,3438,301443,,
3768,"Pro Specialties Group Inc. ",,,1,,3439,299725,,
3769,"PSA Worldwide ",,,1,,3440,289040,,
3770,"PSA Worldwide",,,1,,3441,289040,,
3771,"PS Promotions",,,1,,3442,27616,,
3772,"PSP Unlimted ",,,1,,3443,289153,,
3773,PublicIdentity,,,1,,3444,301878,,
3774,"Quality Concepts, Inc. ",,,1,,3445,302916,,
3775,"Quality Logo Products, Inc.",,,1,,3446,302967,,
3776,"Quality Resource Group, INC.",,,1,,3447,303015,,
3777,"RAINDANCE MEDIA SOLUTIONS ",,,1,,3448,304510,,
3778,"Razz-M-Tazz Promotions",,,1,,3449,304960,,
3779,"RDJ Specialties, Inc.",,,1,,3450,303361,,
3780,"RDP CREATIVE, INC",,,1,,3451,304992,,
3781,"Redman I Am",,,1,,3452,35766,,
3782,"Red Oak Branded Advertising",,,1,,3453,305635,,
3783,"Red Promotions",,,1,,3454,590025,,
3784,"Regal Promotional Solutions",,,1,,3455,306065,,
3785,"REGENCY OFFICE PRODUCTS",,,1,,3456,306196,,
3786,"Reliable Sales",,,1,,3457,26118,,
3787,"REMLINE CORP",,,1,,3458,307030,,
3788,"Renaissance Promotions",,,1,,3459,307074,,
3789,"Resource LLC",,,1,,3460,307457,,
3790,"Rewarding Events & Incentives",,,1,,3461,307658,,
3791,"Riptide Promotions",,,1,,3462,31893,,
3792,"Robyn Promotions & Printing",,,1,,3463,309656,,
3793,"RR Donnelley and Sons",,,1,,3464,509748,,
3794,Rushimprint,,,1,,3465,162968,,
3795,"Rushking Promotions",,,1,,3466,315085,,
3796,"Russell - Hampton Co",,,1,,3467,315150,,
3797,"Sampson Miller Advertising Inc.",,,1,,3468,317770,,
3798,"Santa Fe Sports & Images",,,1,,3469,318817,,
3799,"SayNoMore! Promotions Inc",,,1,,3470,319787,,
3800,"SBS Promo",,,1,,3471,333600,,
3801,"Scarborough Specialties ",,,1,,3472,319940,,
3802,"Scarsborough Specialties",,,1,,3473,319940,,
3803,"S.C.G & Assoc.",,,1,,3474,315978,,
3804,"Schwartz, Steve Associates",,,1,,3475,321330,,
3805,"SCM Promos ",,,1,,3476,33462,,
3806,"Scott Advertising Specialists",,,1,,3477,321580,,
3807,"Scott Berry Promotions a div. of Halo Branding Solutions",,,1,,3478,218450,,
3808,"Screen Images Inc",,,1,,3479,20520,,
3809,"Seaboard Graphic Services",,,1,,3480,24635,,
3810,"Second Story Promotions",,,1,,3481,30965,,
3811,"Sela Promotions ",,,1,,3482,36826,,
3812,"Select Design",,,1,,3483,322791,,
3813,"Shads Advertising Co., Inc.",,,1,,3484,324150,,
3814,"Shirt Graphix",,,1,,3485,325857,,
3815,"Show your Logo ",,,1,,3486,326179,,
3816,SIGNET,,,1,,3487,326636,,
3817,SignIt,,,1,,3488,326849,,
3818,"Skylight-Creative Ideas",,,1,,3489,328460,,
3819,"Smith Dryden, LLC",,,1,,3490,329115,,
3820,"Smith & Margol, Inc.",,,1,,3491,328945,,
3821,"SNAP Marketing Proforma ",,,1,,3492,29260,,
3822,"SoHo Creative",,,1,,3493,37425,,
3823,"Solutions, Etc.",,,1,,3494,24928,,
3824,"Sonic Promos",,,1,,3495,329865,,
3825,"Sons Advertising Spec.",,,1,,3496,116150,,
3826,"Soul Swag",,,1,,3497,590282,,
3827,Source4,,,1,,3498,32918,,
3828,"Source 4 Int. Busn & Mktg Sol.",,,1,,3499,181850,,
3829,"Southern Sales & Marketing",,,1,,3500,330513,,
3830,"South Paw Canada",,,1,,3501,34193,,
3831,"Southwick Specialty Adv. Co.",,,1,,3502,330940,,
3832,"Spartan Promotional Group",,,1,,3503,331150,,
3833,"Specially For You",,,1,,3504,331377,,
3834,"Specialties, Inc.",,,1,,3505,331340,,
3835,"Specialties Plus of NC",,,1,,3506,331384,,
3836,"Specialty Business Items",,,1,,3507,19199,,
3837,"Spectrum Promotional Prod.",,,1,,3508,332173,,
3838,"Spike's Trophies",,,1,,3509,332191,,
3839,"SP Richards",,,1,,3510,34076,,
3840,"Square One Promotional Prds",,,1,,3511,332912,,
3841,"S & S Promotional Group Inc.",,,1,,3512,316120,,
3842,"Stackable Sensations, LLC",,,1,,3513,332999,,
3843,"Standard Register",,,1,,3514,333647,,
3844,"St. Andrews Products Co",,,1,,3515,316340,,
3845,"Staples ",,,1,,3516,120601,,
3846,Staples,,,1,,3517,120601,,
3847,"Starlight Advertising",,,1,,3518,334995,,
3848,"Steamboat Marketing Inc.",,,1,,3519,33518,,
3849,"Stec's Advertising Spec.",,,1,,3520,335450,,
3850,"Stellar Designs",,,1,,3521,33970,,
3851,"S & T Enterprises",,,1,,3522,25269,,
3852,"Stephen Gould Corporation",,,1,,3523,212272,,
3853,"Stephens, Bob & Assoc",,,1,,3524,336200,,
3854,"Stevick Business Forms",,,1,,3525,336577,,
3855,"Stevick Business Specialties & Adv",,,1,,3526,336577,,
3856,"Stran Promotional Solutions",,,1,,3527,337725,,
3857,"Strategic Factory",,,1,,3528,35477,,
3858,"Strategic KC",,,1,,3529,307644,,
3859,"Strategic Promotions",,,1,,3530,337922,,
3860,"Strategies, LTD.",,,1,,3531,337875,,
3861,"Straub Marketing",,,1,,3532,288656,,
3862,Successories,,,1,,3533,128242,,
3863,"Summit Group",,,1,,3534,339116,,
3864,"SunCoast Print and Promotions",,,1,,3535,339257,,
3865,"Sundance Office Supply",,,1,,3536,548556,,
3866,"Suttle, Inc ",,,1,,3537,21250,,
3867,"Swagalicious Promos, LLC",,,1,,3538,340487,,
3868,Swagdog,,,1,,3539,340307,,
3869,"Swervepoint, LLC",,,1,,3540,340679,,
3870,"Sylvan Enterprises",,,1,,3541,340862,,
3871,"Tangerine Promotions ",,,1,,3542,341609,,
3872,"Target Marketing Inc.",,,1,,3543,341691,,
3873,"Target Marketing Inc.",,,1,,3544,341741,,
3874,"Taylor Communications",,,1,,3545,333647,,
3875,Taymark/Andersons,,,1,,3546,342382,,
3876,"TC Outfitters",,,1,,3547,36251,,
3877,"T.D. Mills Promotional Product",,,1,,3548,272650,,
3878,"Team Promotions",,,1,,3549,342465,,
3879,Techno-Marketing,,,1,,3550,181575,,
3880,"TEJAS OFFICE PRODUCTS ",,,1,,3551,185126,,
3881,"The Adwood Company Inc.",,,1,,3552,114863,,
3882,"The Adwood Company Inc",,,1,,3553,114863,,
3883,"The Barr Group",,,1,,3554,132970,,
3884,"The Brand Wagon",,,1,,3555,32006,,
3885,"The Corporate Shop",,,1,,3556,169059,,
3886,"The Dunstan Group LLC",,,1,,3557,32314,,
3887,"The Executive Advertising",,,1,,3558,343547,,
3888,"THE FINER THINGS ",,,1,,3559,194088,,
3889,"THE FINER THINGS",,,1,,3560,194088,,
3890,"The Hanigan Company",,,1,,3561,28995,,
3891,"The Hunt Group",,,1,,3562,27656,,
3892,"The Ice Box",,,1,,3563,229395,,
3893,"The Imprint Source",,,1,,3564,28540,,
3894,"The Kinetic Group",,,1,,3565,242452,,
3895,"The Manko Company",,,1,,3566,253743,,
3896,"The Morgan Company ",,,1,,3567,276346,,
3897,"The New Millenium",,,1,,3568,283145,,
3898,"The Notable Corporation",,,1,,3569,285435,,
3899,"The Paper People",,,1,,3570,290067,,
3900,"The Prestigious Mark",,,1,,3571,299267,,
3901,"The Printer Lion",,,1,,3572,299504,,
3902,"The Promotions Dept.",,,1,,3573,301221,,
3903,"The Quantum Group ",,,1,,3574,303053,,
3904,"The Weeks Lerman Group",,,1,,3575,252250,,
3905,"Think Tank Studio ",,,1,,3576,320771,,
3906,"This Promo Works, LLC",,,1,,3577,30739,,
3907,"Three Rivers Specialty Co.",,,1,,3578,344500,,
3908,Thumbprint,,,1,,3579,27988,,
3909,"TIC TOC ",,,1,,3580,158990,,
3910,"Tidewater Incentives Group",,,1,,3581,344565,,
3911,"TNT Ad Specialties",,,1,,3582,34275,,
3912,"Tom & Carol Specialties",,,1,,3583,345226,,
3913,"Tools of Marketing",,,1,,3584,345333,,
3914,"Top 2 Bottom Marketing",,,1,,3585,31382,,
3915,"TOP HOTEL SUPPLY, Inc",,,1,,3586,26373,,
3916,"TOTAL LABEL & GRAPHICS",,,1,,3587,345574,,
3917,"Total Marketing, LLC",,,1,,3588,33557,,
3918,"Tray Inc.",,,1,,3589,346315,,
3919,"Trend It Branding",,,1,,3590,35717,,
3920,"Tri Made Marketing",,,1,,3591,346983,,
3921,"Tri-State distributing Co",,,1,,3592,347400,,
3922,"Tri-State Distributing Co.",,,1,,3593,347400,,
3923,"TR Marketing",,,1,,3594,341267,,
3924,"Trojan Promotions",,,1,,3595,281985,,
3925,"T S C, Inc.",,,1,,3596,341203,,
3926,"T-shirts Etc.",,,1,,3597,25472,,
3927,"TSI Associates, INC",,,1,,3598,341221,,
3928,"T S & J Inc  ",,,1,,3599,341208,,
3929,"T & T Inc.",,,1,,3600,341291,,
3930,"Tugboat, Inc.",,,1,,3601,174105,,
3931,"Turbo Threads # 025635",,,1,,3602,347763,,
3932,Underabuck.com,,,1,,3603,347958,,
3933,"Unified Promo Group",,,1,,3604,36704,,
3934,"Union Resource Marketing",,,1,,3605,348329,,
3935,"UNIQUE CRAFTERS COMPANY",,,1,,3606,23416,,
3936,"UNIQUE MARKETING TOOLS, LLC",,,1,,3607,31224,,
3937,"United Print Group, Inc.",,,1,,3608,348665,,
3938,"Universal Athletic",,,1,,3609,36771,,
3939,"Universal Athletic ND",,,1,,3610,36771,,
3940,"Universal Group",,,1,,3611,29761,,
3941,"Uppercut Promotion",,,1,,3612,350049,,
3942,"U.S. Allegiance Inc.",,,1,,3613,348010,,
3943,"USA Marketing, LLC",,,1,,3614,348002,,
3944,"Ussery Printing",,,1,,3615,33852,,
3945,"UTAH CORRECTIONAL INDUSTRIES",,,1,,3616,32382,,
3946,"Vanguard Direct",,,1,,3617,350665,,
3947,"Vanguard Direct/ PA DIV",,,1,,3618,25637,,
3948,"Varsity Marketing",,,1,,3619,36787,,
3949,"Velocity Print Solutions",,,1,,3620,152295,,
3950,"VENDO DIRECT",,,1,,3621,27922,,
3951,"Vernon Sales Promotions",,,1,,3622,351700,,
3952,"VGVisuals ",,,1,,3623,28362,,
3953,"Victor Advertising Service",,,1,,3624,352000,,
3954,"Viking Screen Prints",,,1,,3625,352076,,
3955,"Village Print Shoppe",,,1,,3626,36054,,
3956,"Visual Images",,,1,,3627,352531,,
3957,"V.N. Products, Inc.",,,1,,3628,19827,,
3958,"Walker Advertising Inc.",,,1,,3629,354440,,
3959,"Walker/Clay, Inc.",,,1,,3630,354530,,
3960,"Walker Companies ",,,1,,3631,354596,,
3961,"Ward Promotional Marketing",,,1,,3632,355430,,
3962,"Warmus Enterprises",,,1,,3633,26835,,
3963,"W.B. Mason",,,1,,3634,353194,,
3964,"Webb/Mason Inc.",,,1,,3635,356166,,
3965,"Western Associates",,,1,,3636,358500,,
3966,"Whats Happeneing Promotions ",,,1,,3637,359209,,
3967,"Wild Impact Marketing",,,1,,3638,360200,,
3968,"WILLIAMS & ASSOCIATES, LTD.",,,1,,3639,23911,,
3969,"Winbrook Hingham",,,1,,3640,361595,,
3970,"Wizard Creations, Inc.",,,1,,3641,30510,,
3971,Workflowone,,,1,,3642,333647,,
3972,WorkFlowOne,,,1,,3643,333647,,
3973,"Worth Higgins & Associates Inc",,,1,,3644,363812,,
3974,"Yac Industries",,,1,,3645,18602,,
3975,"Y-Not Design & Mfg",,,1,,3646,364744,,
3976,"You Name It Specialties",,,1,,3647,365123,,
3977,"Zackback, Inc",,,1,,3648,18577,,
3978,Zagwear,,,1,,3649,365552,,
3979,"Zebra Marketing, Inc",,,1,,3650,365683,,
3980,"Zia Graphics #009045",,,1,,3651,365537,,
3981,"Zia Graphics ",,,1,,3652,365537,,
3982,"Zia Promotional Products",,,1,,3653,31138,,
3983,"Zuna Corporation",,,1,,3654,366150,,
